"folder","sim","scopit_star","scopit_true","kstar","scopit_worst_ratio","scopit_best_ratio"
"sim3b","n7_S9_k1_F_downsample_trees.txt",2166,131,192,11.28125,0.682291666666667
"sim3b","n7_S90_k1_F_downsample_trees.txt",628,132,145,4.33103448275862,0.910344827586207
"sim3b","n7_S91_k1_F_downsample_trees.txt",170,147,104,1.63461538461538,1.41346153846154
"sim3b","n7_S92_k1_F_downsample_trees.txt",9751,113,11,886.454545454545,10.2727272727273
"sim3b","n7_S93_k1_F_downsample_trees.txt",255,121,142,1.79577464788732,0.852112676056338
"sim3b","n7_S94_k1_F_downsample_trees.txt",763,154,114,6.69298245614035,1.35087719298246
"sim3b","n7_S95_k1_F_downsample_trees.txt",134,134,47,2.85106382978723,2.85106382978723
"sim3b","n7_S96_k1_F_downsample_trees.txt",796,113,109,7.30275229357798,1.03669724770642
"sim3b","n7_S97_k1_F_downsample_trees.txt",570,103,36,15.8333333333333,2.86111111111111
"sim3b","n7_S98_k1_F_downsample_trees.txt",812,96,48,16.9166666666667,2
"sim3b","n7_S99_k1_F_downsample_trees.txt",9361,89,35,267.457142857143,2.54285714285714
"sim4a","n10_S14_k3",164,152,53,3.09433962264151,2.86792452830189
"sim4a","n10_S18_k3",62,163,43,1.44186046511628,3.7906976744186
"sim4a","n10_S2_k3",352,222,103,3.41747572815534,2.15533980582524
"sim4a","n10_S20_k3",120,174,93,1.29032258064516,1.87096774193548
"sim4a","n10_S21_k3",64,160,37,1.72972972972973,4.32432432432432
"sim4a","n10_S37_k3",222,205,74,3,2.77027027027027
"sim4a","n10_S38_k3",171,158,55,3.10909090909091,2.87272727272727
"sim4a","n10_S41_k3",89,149,42,2.11904761904762,3.54761904761905
"sim4a","n10_S45_k3",85,134,60,1.41666666666667,2.23333333333333
"sim4a","n10_S47_k3",108,158,48,2.25,3.29166666666667
"sim4a","n10_S52_k3",214,186,70,3.05714285714286,2.65714285714286
"sim4a","n10_S53_k3",86,159,51,1.68627450980392,3.11764705882353
"sim4a","n10_S56_k3",247,155,73,3.38356164383562,2.12328767123288
"sim4a","n10_S62_k3",175,204,46,3.80434782608696,4.43478260869565
"sim4a","n10_S65_k3",96,123,59,1.6271186440678,2.08474576271186
"sim4a","n10_S66_k3",80,207,47,1.70212765957447,4.40425531914894
"sim4a","n10_S69_k3",97,139,55,1.76363636363636,2.52727272727273
"sim4a","n10_S71_k3",291,160,66,4.40909090909091,2.42424242424242
"sim4a","n10_S72_k3",348,301,92,3.78260869565217,3.27173913043478
"sim4a","n10_S73_k3",110,136,59,1.86440677966102,2.30508474576271
"sim4a","n10_S8_k3",128,217,98,1.30612244897959,2.21428571428571
"sim4a","n10_S83_k3",114,285,87,1.31034482758621,3.27586206896552
"sim4a","n10_S84_k3",95,230,54,1.75925925925926,4.25925925925926
"sim4a","n10_S86_k3",431,159,51,8.45098039215686,3.11764705882353
"sim4a","n10_S88_k3",105,235,78,1.34615384615385,3.01282051282051
"sim4a","n10_S89_k3",157,280,85,1.84705882352941,3.29411764705882
"sim4a","n10_S9_k3",57,214,45,1.26666666666667,4.75555555555556
"sim4a","n10_S92_k3",134,276,73,1.83561643835616,3.78082191780822
"sim4a","n10_S93_k3",144,153,90,1.6,1.7
"sim4a","n10_S95_k3",79,154,67,1.17910447761194,2.29850746268657
"sim4a","n10_S97_k3",143,155,70,2.04285714285714,2.21428571428571
